record_id,symbol,event_id,fiscal_period,record_type,status,expected_date,occurred_date,session_timing,source_type,source_url,known_as_of_utc,checked_at_utc,supersedes,notes
A0241,SMCI,SMCI-8K-2022-10-19,,assertion,occurred,,2022-10-19,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536522000109/,2022-10-19T21:22:18+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0242,SMCI,SMCI-8K-2022-11-01,,assertion,occurred,,2022-11-01,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536522000115/,2022-11-01T20:18:25+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0243,SMCI,SMCI-8K-2023-01-18,,assertion,occurred,,2023-01-18,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000004/,2023-01-18T21:10:16+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0244,SMCI,SMCI-8K-2023-01-31,,assertion,occurred,,2023-01-31,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000009/,2023-01-31T21:40:35+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0245,SMCI,SMCI-8K-2023-04-24,,assertion,occurred,,2023-04-24,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000026/,2023-04-24T12:51:03+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0246,SMCI,SMCI-8K-2023-05-02,,assertion,occurred,,2023-05-02,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000027/,2023-05-02T20:12:44+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0247,SMCI,SMCI-8K-2023-07-20,,assertion,occurred,,2023-07-20,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000033/,2023-07-20T13:07:41+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0248,SMCI,SMCI-8K-2023-08-08,,assertion,occurred,,2023-08-08,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000034/,2023-08-08T20:10:15+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0249,SMCI,SMCI-8K-2023-11-01,,assertion,occurred,,2023-11-01,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000040/,2023-11-01T20:23:05+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0250,SMCI,SMCI-8K-2024-01-18,,assertion,occurred,,2024-01-18,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536524000002/,2024-01-18T21:12:08+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0251,SMCI,SMCI-8K-2024-01-29,,assertion,occurred,,2024-01-29,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536524000008/,2024-01-29T21:16:05+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0252,SMCI,SMCI-8K-2024-04-30,,assertion,occurred,,2024-04-30,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536524000021/,2024-04-30T20:17:50+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0253,SMCI,SMCI-8K-2024-08-06,,assertion,occurred,,2024-08-06,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536524000028/,2024-08-06T20:26:52+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0254,SMCI,SMCI-8K-2024-11-01,,assertion,occurred,,2024-11-01,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536524000038/,2024-11-05T21:19:34+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0255,SMCI,SMCI-8K-2025-02-11,,assertion,occurred,,2025-02-11,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000001/,2025-02-11T21:25:08+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0256,SMCI,SMCI-8K-2025-04-29,,assertion,occurred,,2025-04-29,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000012/,2025-04-29T20:37:47+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0257,SMCI,SMCI-8K-2025-05-06,,assertion,occurred,,2025-05-06,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000013/,2025-05-06T20:07:05+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0258,SMCI,SMCI-8K-2025-08-05,,assertion,occurred,,2025-08-05,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000023/,2025-08-05T20:08:29+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0259,SMCI,SMCI-8K-2025-10-23,,assertion,occurred,,2025-10-23,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000162828025045989/,2025-10-23T13:09:02+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0260,SMCI,SMCI-8K-2025-11-04,,assertion,occurred,,2025-11-04,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000029/,2025-11-04T21:08:59+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0261,SMCI,SMCI-8K-2026-02-03,,assertion,occurred,,2026-02-03,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000006/,2026-02-03T21:51:51+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0262,SMCI,SMCI-8K-2026-05-05,,assertion,occurred,,2026-05-05,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000013/,2026-05-05T20:08:27+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0263,NOW,NOW-2026Q2,2026Q2,assertion,confirmed,2026-07-22,,amc,company_pr,https://newsroom.servicenow.com/press-releases/details/2026/ServiceNow-to-Announce-Second-Quarter-2026-Financial-Results-on-July-22/default.aspx,2026-07-01T23:59:59+00:00,2026-07-12T14:12:32.663837+00:00,,"company newsroom PR: results for Q2 ended 2026-06-30 following the close of market Wed 2026-07-22, call 2pm PDT; page shows date 2026-07-01 without intraday time -- end-of-day UTC used (conservative-late known_as_of, G0005 convention)"
A0264,AMD,AMD-2026Q2,2026Q2,assertion,confirmed,2026-08-04,,amc,company_pr,https://www.amd.com/en/newsroom/press-releases/2026-7-8-amd-to-report-fiscal-second-quarter-2026-financial.html,2026-07-08T23:59:59+00:00,2026-07-12T14:13:29.080317+00:00,,"amd.com company PR: fiscal Q2 2026 results Tue 2026-08-04 after market close, call 5pm ET; dateline SANTA CLARA July 08 2026 (GLOBE NEWSWIRE); amd.com direct fetch timed out -- content verified via StockTitan distribution copy showing 07/08/2026 04:15 PM (tz unlabeled); end-of-day UTC used (conservative-late known_as_of, G0005 convention)"
A0265,TEM,TEM-2026Q2,2026Q2,assertion,confirmed,2026-07-30,,amc,company_pr,https://www.stocktitan.net/news/TEM/tempus-to-report-second-quarter-2026-financial-results-on-july-d1i8ds91xrhr.html,2026-07-09T13:00:00+00:00,2026-07-12T14:14:15.715791+00:00,,"Business Wire company PR via StockTitan distribution copy (company IR site is JS-only; G0007 distribution-copy precedent): CHICAGO dateline, results for Q2 ended 2026-06-30 on Thu 2026-07-30, call 4:30pm ET; published 2026-07-09 09:00 AM ET = 13:00 UTC exact causal known_as_of"
A0266,PLTR,PLTR-2026Q2,2026Q2,assertion,estimated,2026-08-03,,amc,aggregator,https://www.wallstreethorizon.com/palantir-earnings-calendar,2026-07-12T14:01:17+00:00,2026-07-12T14:15:11.310387+00:00,,"aggregator estimate; NO official Palantir advisory found as of check time (IR site checked); Wall Street Horizon shows UNCONFIRMED for Monday 08/03/2026 After Market (Q2 2026); MarketBeat concurs 8/3; one Barchart article implied 8/10 (outlier, disclosed); known_as_of = retrieval time (disclosed limitation)"
A0267,NVDA,NVDA-FY27Q2,FY27Q2,assertion,estimated,2026-08-26,,amc,aggregator,https://www.wallstreethorizon.com/nvidia-earnings-calendar,2026-07-12T14:01:17+00:00,2026-07-12T14:16:02.935393+00:00,,"aggregator estimate; Wall Street Horizon shows CONFIRMED for Wednesday 08/26/2026 After Market (Q2 FY2027) but NO NVIDIA advisory is published as of check time (nvidianews.nvidia.com only carries the 2025-07-30 FY26Q2 advisory; ~4wk-ahead advisory pattern), so entered estimated per Stage 1 hierarchy; known_as_of = retrieval time (disclosed limitation)"
A0268,SMCI,SMCI-FY26Q4,FY26Q4,assertion,estimated,2026-08-04,,amc,aggregator,https://www.marketbeat.com/stocks/NASDAQ/SMCI/earnings/,2026-07-12T14:01:17+00:00,2026-07-12T14:16:53.453567+00:00,,"aggregator estimate; NO official Supermicro advisory found as of check time (their Q3 FY26 advisory precedent came only ~2wk ahead); MarketBeat explicitly estimated for Tuesday 2026-08-04 based on past reporting schedules with call 4pm ET; Wall Street Horizon concurs UNCONFIRMED 08/04 After Market; TipRanks shows 08/11 with a Confirmed flag (outlier, no advisory behind it, disclosed); known_as_of = retrieval time (disclosed limitation)"
A0269,AVGO,AVGO-FY26Q3,FY26Q3,assertion,estimated,2026-09-03,,unknown,aggregator,https://www.investing.com/equities/avago-technologies-earnings,2026-07-12T14:01:17+00:00,2026-07-12T14:17:40.841578+00:00,,aggregator estimate; NO official Broadcom advisory found as of check time (~2wk-ahead advisory pattern); Investing.com earnings table shows next report Sep 03 2026 with period end 07/2026 = fiscal Q3 FY2026; timing widely indicated after-close by other aggregators but not stated on the cited page -- timing entered unknown; known_as_of = retrieval time (disclosed limitation)
