record_id,symbol,event_id,fiscal_period,record_type,status,expected_date,occurred_date,session_timing,source_type,source_url,known_as_of_utc,checked_at_utc,supersedes,notes
A0081,PLTR,PLTR-8K-2021-02-16,,assertion,occurred,,2021-02-16,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000119312521043333/,2021-02-16T12:15:52+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0082,PLTR,PLTR-8K-2021-05-11,,assertion,occurred,,2021-05-11,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000119312521156956/,2021-05-11T11:10:51+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0083,PLTR,PLTR-8K-2021-08-12,,assertion,occurred,,2021-08-12,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000095012321010428/,2021-08-12T12:05:49+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0084,PLTR,PLTR-8K-2021-11-09,,assertion,occurred,,2021-11-09,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000119312521323727/,2021-11-09T12:05:36+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0085,PLTR,PLTR-8K-2022-02-17,,assertion,occurred,,2022-02-17,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000119312522044821/,2022-02-17T11:10:54+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0086,PLTR,PLTR-8K-2022-05-09,,assertion,occurred,,2022-05-09,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000119312522144264/,2022-05-09T11:05:06+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0087,PLTR,PLTR-8K-2022-08-08,,assertion,occurred,,2022-08-08,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000119312522214147/,2022-08-08T11:06:04+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0088,PLTR,PLTR-8K-2022-11-07,,assertion,occurred,,2022-11-07,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000132165522000029/,2022-11-07T12:07:42+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0089,PLTR,PLTR-8K-2023-02-13,,assertion,occurred,,2023-02-13,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000132165523000005/,2023-02-13T21:12:10+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0090,PLTR,PLTR-8K-2023-05-08,,assertion,occurred,,2023-05-08,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000132165523000042/,2023-05-08T20:08:36+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0091,PLTR,PLTR-8K-2023-08-07,,assertion,occurred,,2023-08-07,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000132165523000086/,2023-08-07T20:07:02+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0092,PLTR,PLTR-8K-2023-11-02,,assertion,occurred,,2023-11-02,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000132165523000115/,2023-11-02T11:02:29+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0093,PLTR,PLTR-8K-2024-02-05,,assertion,occurred,,2024-02-05,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000132165524000010/,2024-02-05T21:07:25+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0094,PLTR,PLTR-8K-2024-05-06,,assertion,occurred,,2024-05-06,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000132165524000069/,2024-05-06T20:06:05+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0095,PLTR,PLTR-8K-2024-08-05,,assertion,occurred,,2024-08-05,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000132165524000133/,2024-08-05T20:08:01+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0096,PLTR,PLTR-8K-2024-11-04,,assertion,occurred,,2024-11-04,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000132165524000207/,2024-11-04T21:07:10+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0097,PLTR,PLTR-8K-2025-02-03,,assertion,occurred,,2025-02-03,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000132165525000007/,2025-02-03T21:07:17+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0098,PLTR,PLTR-8K-2025-05-05,,assertion,occurred,,2025-05-05,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000132165525000063/,2025-05-05T20:07:18+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0099,PLTR,PLTR-8K-2025-08-04,,assertion,occurred,,2025-08-04,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000132165525000105/,2025-08-04T20:07:52+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0100,PLTR,PLTR-8K-2025-11-03,,assertion,occurred,,2025-11-03,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000132165525000130/,2025-11-03T21:06:20+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0101,PLTR,PLTR-8K-2026-02-02,,assertion,occurred,,2026-02-02,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000132165526000004/,2026-02-02T21:06:08+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0102,PLTR,PLTR-8K-2026-05-04,,assertion,occurred,,2026-05-04,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1321655/000132165526000026/,2026-05-04T20:06:32+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0103,MSFT,MSFT-8K-2018-01-31,,assertion,occurred,,2018-01-31,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312518027377/,2018-01-31T21:05:57+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0104,MSFT,MSFT-8K-2018-04-26,,assertion,occurred,,2018-04-26,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312518134732/,2018-04-26T20:04:03+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0105,MSFT,MSFT-8K-2018-07-19,,assertion,occurred,,2018-07-19,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312518221458/,2018-07-19T20:02:35+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0106,MSFT,MSFT-8K-2018-10-24,,assertion,occurred,,2018-10-24,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312518306365/,2018-10-24T20:03:06+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0107,MSFT,MSFT-8K-2019-01-30,,assertion,occurred,,2019-01-30,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312519022553/,2019-01-30T21:03:36+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0108,MSFT,MSFT-8K-2019-04-24,,assertion,occurred,,2019-04-24,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312519117108/,2019-04-24T20:04:03+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0109,MSFT,MSFT-8K-2019-07-18,,assertion,occurred,,2019-07-18,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312519196501/,2019-07-18T20:03:33+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0110,MSFT,MSFT-8K-2019-10-23,,assertion,occurred,,2019-10-23,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312519272562/,2019-10-23T20:06:06+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0111,MSFT,MSFT-8K-2020-01-29,,assertion,occurred,,2020-01-29,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312520018383/,2020-01-29T21:03:50+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0112,MSFT,MSFT-8K-2020-04-29,,assertion,occurred,,2020-04-29,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312520126089/,2020-04-29T20:03:54+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0113,MSFT,MSFT-8K-2020-07-22,,assertion,occurred,,2020-07-22,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312520197109/,2020-07-22T20:03:04+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0114,MSFT,MSFT-8K-2020-10-27,,assertion,occurred,,2020-10-27,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312520278410/,2020-10-27T20:12:57+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0115,MSFT,MSFT-8K-2021-01-26,,assertion,occurred,,2021-01-26,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312521017683/,2021-01-26T21:04:05+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0116,MSFT,MSFT-8K-2021-04-27,,assertion,occurred,,2021-04-27,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312521134213/,2021-04-27T20:04:57+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0117,MSFT,MSFT-8K-2021-07-27,,assertion,occurred,,2021-07-27,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312521225746/,2021-07-27T20:41:19+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0118,MSFT,MSFT-8K-2021-10-26,,assertion,occurred,,2021-10-26,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312521307941/,2021-10-26T20:04:14+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0119,MSFT,MSFT-8K-2022-01-25,,assertion,occurred,,2022-01-25,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312522017041/,2022-01-25T21:03:05+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0120,MSFT,MSFT-8K-2022-04-26,,assertion,occurred,,2022-04-26,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312522120207/,2022-04-26T20:03:59+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0121,MSFT,MSFT-8K-2022-07-26,,assertion,occurred,,2022-07-26,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312522202034/,2022-07-26T20:02:59+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0122,MSFT,MSFT-8K-2022-10-25,,assertion,occurred,,2022-10-25,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312522268356/,2022-10-25T20:02:59+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0123,MSFT,MSFT-8K-2023-01-24,,assertion,occurred,,2023-01-24,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312523014230/,2023-01-24T21:28:00+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0124,MSFT,MSFT-8K-2023-04-25,,assertion,occurred,,2023-04-25,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312523115280/,2023-04-25T20:03:03+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0125,MSFT,MSFT-8K-2023-07-25,,assertion,occurred,,2023-07-25,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000095017023034400/,2023-07-25T20:02:47+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0126,MSFT,MSFT-8K-2023-10-24,,assertion,occurred,,2023-10-24,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000095017023054848/,2023-10-24T20:03:29+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0127,MSFT,MSFT-8K-2024-01-30,,assertion,occurred,,2024-01-30,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000095017024008809/,2024-01-30T21:03:17+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0128,MSFT,MSFT-8K-2024-04-25,,assertion,occurred,,2024-04-25,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000095017024048268/,2024-04-25T20:03:19+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0129,MSFT,MSFT-8K-2024-07-30,,assertion,occurred,,2024-07-30,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000095017024087835/,2024-07-30T20:03:22+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0130,MSFT,MSFT-8K-2024-10-30,,assertion,occurred,,2024-10-30,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000095017024118955/,2024-10-30T20:04:07+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0131,MSFT,MSFT-8K-2025-01-29,,assertion,occurred,,2025-01-29,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000095017025010484/,2025-01-29T21:08:56+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0132,MSFT,MSFT-8K-2025-04-30,,assertion,occurred,,2025-04-30,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000095017025061032/,2025-04-30T20:06:03+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0133,MSFT,MSFT-8K-2025-07-30,,assertion,occurred,,2025-07-30,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000095017025100226/,2025-07-30T20:08:53+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0134,MSFT,MSFT-8K-2025-10-28,,assertion,occurred,,2025-10-28,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312525256310/,2025-10-29T20:07:42+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0135,MSFT,MSFT-8K-2026-01-28,,assertion,occurred,,2026-01-28,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/789019/000119312526027198/,2026-01-28T21:04:38+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0136,AMZN,AMZN-8K-2018-02-01,,assertion,occurred,,2018-02-01,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872418000002/,2018-02-01T21:15:34+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0137,AMZN,AMZN-8K-2018-04-26,,assertion,occurred,,2018-04-26,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872418000070/,2018-04-26T20:16:09+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0138,AMZN,AMZN-8K-2018-07-26,,assertion,occurred,,2018-07-26,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872418000106/,2018-07-26T20:14:07+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0139,AMZN,AMZN-8K-2018-10-25,,assertion,occurred,,2018-10-25,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872418000157/,2018-10-25T20:18:13+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0140,AMZN,AMZN-8K-2019-01-31,,assertion,occurred,,2019-01-31,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872419000002/,2019-01-31T21:30:02+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0141,AMZN,AMZN-8K-2019-04-25,,assertion,occurred,,2019-04-25,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872419000041/,2019-04-25T20:10:54+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0142,AMZN,AMZN-8K-2019-07-25,,assertion,occurred,,2019-07-25,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872419000069/,2019-07-25T20:33:27+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0143,AMZN,AMZN-8K-2019-10-24,,assertion,occurred,,2019-10-24,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872419000087/,2019-10-24T23:53:55+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0144,AMZN,AMZN-8K-2020-01-30,,assertion,occurred,,2020-01-30,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000002/,2020-01-30T21:46:49+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0145,AMZN,AMZN-8K-2020-04-30,,assertion,occurred,,2020-04-30,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000008/,2020-04-30T20:42:20+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0146,AMZN,AMZN-8K-2020-07-30,,assertion,occurred,,2020-07-30,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000019/,2020-07-30T23:05:15+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0147,AMZN,AMZN-8K-2020-10-29,,assertion,occurred,,2020-10-29,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000028/,2020-10-29T20:42:03+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0148,AMZN,AMZN-8K-2021-02-02,,assertion,occurred,,2021-02-02,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000002/,2021-02-02T21:30:08+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0149,AMZN,AMZN-8K-2021-04-29,,assertion,occurred,,2021-04-29,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000008/,2021-04-29T20:31:31+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0150,AMZN,AMZN-8K-2021-07-29,,assertion,occurred,,2021-07-29,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000018/,2021-07-29T20:34:52+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0151,AMZN,AMZN-8K-2021-10-28,,assertion,occurred,,2021-10-28,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000026/,2021-10-28T20:07:09+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0152,AMZN,AMZN-8K-2022-02-03,,assertion,occurred,,2022-02-03,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000002/,2022-02-03T21:11:33+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0153,AMZN,AMZN-8K-2022-04-28,,assertion,occurred,,2022-04-28,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000011/,2022-04-28T20:27:13+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0154,AMZN,AMZN-8K-2022-07-28,,assertion,occurred,,2022-07-28,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000017/,2022-07-28T20:09:30+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0155,AMZN,AMZN-8K-2022-10-27,,assertion,occurred,,2022-10-27,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000021/,2022-10-27T20:09:35+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0156,AMZN,AMZN-8K-2023-02-02,,assertion,occurred,,2023-02-02,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000002/,2023-02-02T21:08:48+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0157,AMZN,AMZN-8K-2023-04-27,,assertion,occurred,,2023-04-27,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000006/,2023-04-27T20:10:37+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0158,AMZN,AMZN-8K-2023-08-03,,assertion,occurred,,2023-08-03,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000010/,2023-08-03T20:09:02+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0159,AMZN,AMZN-8K-2023-10-26,,assertion,occurred,,2023-10-26,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000016/,2023-10-26T20:14:51+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0160,AMZN,AMZN-8K-2024-02-01,,assertion,occurred,,2024-02-01,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000006/,2024-02-01T21:06:02+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
